ComplainantID,CaseMasterID,ComplainantName,AgeYear,OccupationID,ReligionID,CasteID,GenderID
295,295,Divya Joshi,42,2,6,3,1
296,296,Ananya Bhat,25,8,4,2,1
297,297,Shreya Reddy,62,1,1,5,3
298,298,Anil Hegde,43,7,1,2,3
299,299,Sneha Patil,57,2,5,3,2
300,300,Sunil Mulla,33,1,5,4,2
301,301,Arun Hegde,29,5,6,3,1
302,302,Manoj Patil,21,4,4,3,1
303,303,Priya Rao,60,4,1,2,2
304,304,Rahul Jain,29,7,2,1,1
305,305,Arun Bhat,41,5,5,1,3
306,306,Anil Bhat,20,1,5,5,2
307,307,Kiran Desai,24,3,3,1,2
308,308,Vijay Patil,49,2,4,3,2
309,309,Ravi Rao,20,8,1,1,3
310,310,Anil Sharma,56,3,1,1,3
311,311,Ajay Sharma,23,3,3,1,1
312,312,Manoj Kulkarni,32,4,1,2,1
313,313,Farhan Patil,42,5,6,4,3
314,314,Priya Kulkarni,37,1,4,5,3
315,315,Mahesh Rao,52,4,3,5,3
316,316,Nandini Pujari,61,4,3,4,1
317,317,Naveen Pujari,35,4,3,4,3
318,318,Kavya Patil,69,8,2,2,1
319,319,Rahul Patil,74,7,3,5,2
320,320,Mahesh Jain,49,2,2,3,1
321,321,Pooja Joshi,57,1,1,5,1
322,322,Nandini Patil,61,3,2,2,2
323,323,Imran Desai,65,6,5,2,1
324,324,Vijay Nayak,45,6,1,1,2
325,325,Rahul Patil,24,3,5,3,3
326,326,Lakshmi Nayak,68,8,4,3,3
327,327,Mahesh Hegde,39,7,6,2,2
328,328,Imran Kumar,68,7,3,4,3
329,329,Aishwarya Hegde,51,1,6,4,2
330,330,Kavya Khan,49,5,3,1,3
331,331,Priya Pujari,74,7,2,1,3
332,332,Kavya Nayak,65,1,3,2,1
333,333,Ravi Naik,74,7,3,5,1
334,334,Nandini Patil,74,8,6,3,1
335,335,Deepak Sharma,45,8,3,4,2
336,336,Suresh Jain,69,8,3,5,1
337,337,Nandini Naik,75,5,6,3,3
338,338,Vijay Gowda,47,4,1,3,3
339,339,Priya Naik,43,2,3,2,2
340,340,Shankar Pujari,48,6,1,1,3
341,341,Lakshmi Bhat,54,6,6,4,1
342,342,Deepak Mulla,41,2,2,2,2
343,343,Imran Jain,45,1,4,3,3
344,344,Arun Hegde,46,2,5,3,1
345,345,Imran Nayak,55,2,2,1,2
346,346,Sneha Sharma,74,7,4,2,3
347,347,Aishwarya Pujari,22,6,3,2,1
348,348,Sunil Jain,24,6,6,1,2
349,349,Kavya Bhat,43,8,4,1,2
350,350,Ajay Joshi,37,1,6,3,1
351,351,Manoj Pujari,65,7,4,1,2
352,352,Naveen Joshi,73,8,4,2,1
353,353,Naveen Hegde,47,3,2,2,1
354,354,Kiran Kulkarni,45,5,6,2,2
355,355,Pooja Naik,70,5,5,3,3
356,356,Asha Joshi,21,1,4,2,1
357,357,Divya Desai,62,6,1,5,1
358,358,Divya Pujari,59,3,1,2,3
359,359,Neha Patil,32,3,4,3,3
360,360,Mahesh Reddy,26,5,5,5,2
361,361,Mahesh Hegde,38,2,2,4,1
362,362,Sneha Hegde,38,3,4,2,3
363,363,Kavya Gowda,20,3,2,5,2
364,364,Shankar Hegde,72,5,3,2,3
365,365,Aishwarya Sharma,66,7,3,2,3
366,366,Farhan Shetty,66,8,5,5,3
367,367,Anil Rao,52,7,6,1,1
368,368,Anil Joshi,65,1,2,4,3
369,369,Imran Jain,26,5,6,5,3
370,370,Shankar Mulla,64,5,2,2,1
371,371,Mahesh Pujari,67,6,3,1,2
372,372,Shreya Joshi,30,7,4,5,3
373,373,Rahul Mulla,56,3,6,1,1
374,374,Rahul Pujari,46,1,1,1,2
375,375,Pooja Rao,74,8,3,3,3
376,376,Sneha Gowda,23,5,3,4,1
377,377,Sneha Joshi,38,7,2,4,3
378,378,Ravi Shetty,51,7,3,1,1
379,379,Kavya Mulla,24,4,6,5,3
380,380,Deepak Pujari,71,7,1,1,1
381,381,Deepak Joshi,41,2,3,4,2
382,382,Ajay Reddy,66,1,3,1,1
383,383,Mahesh Sharma,31,1,1,4,1
384,384,Divya Desai,73,6,1,2,3
385,385,Rahul Joshi,70,3,5,5,1
386,386,Mahesh Jain,49,7,4,1,1
387,387,Kiran Kumar,50,2,4,5,1
388,388,Priya Gowda,42,8,5,2,3
389,389,Nandini Mulla,60,8,3,3,3
390,390,Anil Shetty,44,2,1,2,1
391,391,Ravi Kulkarni,65,3,2,4,2
392,392,Deepak Naik,47,5,4,4,3
393,393,Rahul Nayak,56,1,3,5,1
394,394,Aishwarya Pujari,45,8,2,3,3
395,395,Kiran Jain,54,8,2,4,3
396,396,Sneha Sharma,20,3,2,4,2
397,397,Shankar Kulkarni,61,1,1,3,3
398,398,Lakshmi Kulkarni,33,6,6,3,2
399,399,Arun Khan,53,2,1,3,1
400,400,Arun Shetty,45,3,3,2,2
401,401,Ravi Reddy,69,6,1,3,3
402,402,Arun Gowda,20,8,3,1,1
403,403,Kiran Naik,75,3,3,4,3
404,404,Meera Jain,68,2,2,3,2
405,405,Sneha Naik,74,4,4,3,2
406,406,Meera Hegde,29,1,5,5,2
407,407,Lakshmi Naik,57,8,2,4,1
408,408,Mahesh Hegde,27,5,2,3,3
409,409,Rahul Pujari,20,1,4,4,3
410,410,Prakash Kumar,62,1,5,2,3
411,411,Naveen Hegde,38,5,4,1,1
412,412,Deepak Desai,25,3,5,1,3
413,413,Shankar Shetty,73,8,3,5,1
414,414,Anil Khan,50,4,6,1,3
415,415,Shreya Hegde,27,4,3,2,2
416,416,Nandini Khan,51,3,2,5,1
417,417,Pooja Kulkarni,66,3,1,3,2
418,418,Deepak Patil,25,8,4,1,2
419,419,Naveen Sharma,35,8,1,2,3
420,420,Rahul Joshi,57,3,1,2,1
421,421,Pooja Sharma,55,5,3,3,3
422,422,Divya Desai,40,6,4,4,1
423,423,Ajay Kulkarni,47,4,6,4,2
424,424,Lakshmi Joshi,64,8,2,1,1
425,425,Sneha Kulkarni,35,2,6,5,2
426,426,Shankar Joshi,62,1,3,3,2
427,427,Neha Shetty,68,4,1,2,1
428,428,Asha Shetty,50,6,3,3,2
429,429,Shreya Nayak,56,1,4,3,2
430,430,Naveen Kulkarni,46,3,6,5,1
431,431,Manoj Joshi,55,6,3,5,3
432,432,Prakash Bhat,53,8,2,4,1
433,433,Manoj Gowda,51,5,6,5,1
434,434,Nandini Gowda,75,1,4,3,3
435,435,Divya Pujari,44,2,5,2,3
436,436,Vijay Bhat,61,5,5,1,3
437,437,Rahul Kumar,40,1,1,2,3
438,438,Ajay Patil,28,4,3,5,1
439,439,Ananya Reddy,20,7,6,3,2
440,440,Nandini Joshi,21,7,6,4,3
441,441,Suresh Khan,27,2,3,2,2
442,442,Vijay Pujari,42,1,6,2,2
443,443,Priya Gowda,64,5,4,4,1
444,444,Sneha Rao,49,6,1,4,3
445,445,Ananya Reddy,23,2,2,3,3
446,446,Mahesh Hegde,46,8,6,2,2
447,447,Aishwarya Rao,49,8,6,1,1
448,448,Rahul Pujari,33,1,2,2,3
449,449,Arun Gowda,56,1,2,3,3
450,450,Aishwarya Nayak,24,8,5,3,1
451,451,Pooja Mulla,71,7,4,3,2
452,452,Suresh Rao,49,6,3,4,2
453,453,Ajay Reddy,35,1,4,3,1
454,454,Sunil Patil,35,7,6,2,3
455,455,Nandini Hegde,51,1,6,5,3
456,456,Meera Desai,69,8,6,1,1
457,457,Arun Jain,54,1,1,2,1
458,458,Ravi Jain,37,3,3,4,1
459,459,Meera Shetty,49,1,1,1,1
460,460,Naveen Pujari,44,1,5,3,2
461,461,Ajay Joshi,22,5,3,3,2
462,462,Naveen Hegde,57,2,1,2,3
463,463,Priya Desai,19,5,3,2,1
464,464,Shankar Bhat,34,6,2,4,2
465,465,Ajay Mulla,24,5,2,5,3
466,466,Neha Khan,71,1,3,2,1
467,467,Sneha Bhat,33,4,3,3,2
468,468,Aishwarya Nayak,67,4,5,2,3
469,469,Nandini Gowda,70,3,6,2,2
470,470,Prakash Patil,57,2,6,5,1
471,471,Kiran Naik,62,1,1,3,3
472,472,Ravi Sharma,47,1,6,2,3
473,473,Rahul Hegde,24,7,3,4,2
474,474,Prakash Mulla,68,4,1,3,3
475,475,Prakash Shetty,64,8,4,4,2
476,476,Prakash Joshi,29,4,1,2,1
477,477,Arun Reddy,47,1,2,4,1
478,478,Meera Pujari,38,7,3,1,3
479,479,Manoj Jain,73,7,5,4,1
480,480,Manoj Nayak,26,3,2,5,1
481,481,Arun Patil,73,5,6,2,1
482,482,Kiran Patil,46,4,1,4,3
483,483,Meera Naik,66,8,1,3,3
484,484,Suresh Bhat,39,4,2,4,2
485,485,Manoj Naik,74,5,2,2,1
486,486,Meera Reddy,48,8,4,1,1
487,487,Shreya Desai,18,6,3,5,3
488,488,Asha Kulkarni,47,1,2,1,1
489,489,Sneha Reddy,43,8,5,3,3
490,490,Neha Joshi,19,2,5,3,1
491,491,Kiran Reddy,59,7,1,5,3
492,492,Kiran Mulla,69,3,1,1,2
493,493,Neha Naik,57,7,6,1,3
494,494,Pooja Sharma,57,7,6,5,2
495,495,Priya Jain,51,8,1,2,3
496,496,Arun Gowda,70,4,1,5,3
497,497,Neha Desai,34,4,4,4,3
498,498,Deepak Gowda,65,1,4,2,1
499,499,Ananya Gowda,19,2,4,3,1
500,500,Ajay Kumar,44,5,2,3,2
501,501,Ravi Sharma,59,8,4,4,3
502,502,Vijay Jain,33,8,3,2,2
503,503,Kiran Bhat,71,3,3,2,1
504,504,Naveen Hegde,19,5,1,4,2
505,505,Shankar Patil,60,7,1,2,1
506,506,Sunil Shetty,51,1,1,4,3
507,507,Deepak Reddy,36,3,6,3,3
508,508,Aishwarya Jain,40,4,5,2,1
509,509,Arun Jain,39,7,6,5,1
510,510,Suresh Reddy,75,2,2,5,2
511,511,Shankar Shetty,39,7,6,3,2
512,512,Arun Mulla,70,6,4,2,1
513,513,Sunil Desai,32,2,4,5,3
514,514,Priya Joshi,59,5,5,4,3
515,515,Lakshmi Kumar,48,7,3,4,1
516,516,Suresh Hegde,21,3,3,1,2
517,517,Lakshmi Gowda,60,3,3,5,3
518,518,Ajay Rao,41,6,1,4,3
519,519,Farhan Bhat,49,4,2,1,1
520,520,Shreya Naik,26,8,2,2,2
521,521,Meera Joshi,73,2,4,3,2
522,522,Meera Jain,74,2,1,1,1
523,523,Sneha Nayak,24,5,3,4,1
524,524,Manoj Rao,51,2,1,2,2
525,525,Kavya Naik,29,6,1,5,3
526,526,Ravi Desai,68,6,3,1,2
527,527,Manoj Rao,57,8,2,5,1
528,528,Prakash Shetty,48,5,1,4,2
529,529,Anil Khan,27,8,2,5,1
530,530,Mahesh Kulkarni,57,4,3,3,1
531,531,Naveen Joshi,66,7,2,3,1
532,532,Arun Desai,51,5,4,2,2
533,533,Vijay Pujari,67,7,4,3,3
534,534,Kiran Kulkarni,56,8,5,3,3
535,535,Shreya Sharma,53,2,1,3,1
536,536,Ravi Mulla,23,2,3,1,3
537,537,Farhan Shetty,45,8,2,4,1
538,538,Shreya Reddy,47,6,5,3,3
539,539,Nandini Pujari,73,4,6,1,3
540,540,Ananya Mulla,74,8,2,4,3
541,541,Divya Joshi,39,2,1,5,2
542,542,Deepak Joshi,67,6,3,2,2
543,543,Priya Bhat,66,4,4,4,2
544,544,Anil Bhat,31,8,1,3,3
545,545,Deepak Naik,49,4,5,5,3
546,546,Arun Patil,20,8,6,2,3
547,547,Farhan Joshi,39,7,5,2,3
548,548,Shankar Bhat,63,7,6,2,1
549,549,Arun Sharma,45,5,1,4,2
550,550,Meera Mulla,43,5,3,4,3
551,551,Lakshmi Naik,43,6,4,4,2
552,552,Priya Pujari,34,5,6,1,3
553,553,Deepak Hegde,22,4,4,3,1
554,554,Farhan Hegde,37,5,2,4,2
555,555,Manoj Nayak,22,3,4,5,1
556,556,Vijay Patil,33,8,5,3,1
557,557,Kiran Jain,22,1,3,2,1
558,558,Farhan Patil,56,4,2,2,3
559,559,Pooja Gowda,69,5,2,1,3
560,560,Neha Nayak,57,2,3,5,1
561,561,Nandini Hegde,32,5,3,1,1
562,562,Neha Gowda,46,5,4,1,3
563,563,Pooja Kulkarni,45,6,3,5,1
564,564,Sneha Nayak,24,8,4,5,2
565,565,Priya Rao,22,7,5,4,2
566,566,Prakash Bhat,65,6,3,4,1
567,567,Prakash Joshi,18,2,3,1,3
568,568,Suresh Reddy,27,5,5,2,2
569,569,Mahesh Bhat,60,5,6,4,3
570,570,Rahul Joshi,74,3,6,1,1
571,571,Priya Khan,73,7,1,5,1
572,572,Neha Naik,72,8,2,4,3
573,573,Prakash Joshi,43,2,5,3,2
574,574,Naveen Jain,22,3,3,2,1
575,575,Naveen Hegde,20,2,6,1,1
576,576,Kiran Sharma,42,4,5,5,3
577,577,Mahesh Kumar,73,6,5,3,3
578,578,Rahul Khan,73,7,4,2,2
579,579,Suresh Khan,23,3,6,2,2
580,580,Lakshmi Mulla,18,1,3,3,2
581,581,Mahesh Kumar,62,6,2,2,3
582,582,Divya Nayak,37,2,3,1,3
583,583,Prakash Desai,70,8,3,1,1
584,584,Prakash Sharma,64,3,2,4,2
585,585,Ajay Hegde,35,8,2,3,1
586,586,Nandini Reddy,46,3,2,3,2
587,587,Kiran Naik,53,3,4,4,3
588,588,Farhan Jain,20,8,6,3,2
589,589,Priya Jain,19,6,6,5,2
590,590,Kavya Nayak,46,5,4,4,2
591,591,Divya Mulla,70,5,1,2,1
592,592,Asha Joshi,55,6,3,5,2
593,593,Shankar Patil,18,8,5,4,1
594,594,Nandini Jain,43,2,3,4,3
595,595,Naveen Khan,75,1,4,5,3
596,596,Shreya Joshi,67,7,3,2,3
597,597,Ravi Nayak,49,6,1,1,1
598,598,Prakash Naik,20,1,2,2,1
599,599,Rahul Pujari,44,3,1,4,3
600,600,Kiran Kumar,75,5,5,1,3
601,601,Vijay Shetty,22,6,5,3,1
602,602,Anil Desai,61,2,1,3,3
603,603,Suresh Bhat,65,3,2,1,3
604,604,Ajay Naik,61,2,1,1,1
605,605,Kiran Joshi,35,8,4,2,3
606,606,Nandini Joshi,25,5,3,5,1
607,607,Sneha Kumar,67,4,3,5,2
608,608,Aishwarya Desai,46,8,4,4,2
609,609,Neha Pujari,61,8,1,3,2
610,610,Shreya Pujari,20,8,3,4,1
611,611,Naveen Jain,69,3,1,4,2
612,612,Meera Patil,33,4,5,2,2
613,613,Sneha Hegde,28,8,4,4,3
